[DEBUG] 2021-02-20 21:10:46.825 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-20 21:10:46.835 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-20 21:10:46.840 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-20 21:10:46.934 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-20 21:10:46.936 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-20 21:10:47.135 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-20 21:10:47.136 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-20 21:10:47.140 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-20 21:10:47.406 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-20 21:10:47.428 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-20 21:10:47.429 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-02-20 21:10:50.345 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.345 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.345 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.345 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.kevinleader.bgr.entity.User.rankingConfigurations#4]
[DEBUG] 2021-02-20 21:10:50.345 [main] SQL - select rankingcon0_.user_id as user_id8_0_0_, rankingcon0_.id as id1_0_0_, rankingcon0_.id as id1_0_1_, rankingcon0_.configuration_name as configur2_0_1_, rankingcon0_.genres as genres3_0_1_, rankingcon0_.highest_price as highest_4_0_1_, rankingcon0_.lowest_price as lowest_p5_0_1_, rankingcon0_.platforms as platform6_0_1_, rankingcon0_.release_span as release_7_0_1_, rankingcon0_.user_id as user_id8_0_1_ from ranking_configuration rankingcon0_ where rankingcon0_.user_id=?
[DEBUG] 2021-02-20 21:10:50.346 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.kevinleader.bgr.entity.User.rankingConfigurations#4]
[DEBUG] 2021-02-20 21:10:50.347 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.347 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.rankingConfigurations#4]
[DEBUG] 2021-02-20 21:10:50.347 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.347 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.347 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.347 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.kevinleader.bgr.entity.User.wishedGames#3]
[DEBUG] 2021-02-20 21:10:50.347 [main] SQL - select wishedgame0_.user_id as user_id3_2_0_, wishedgame0_.id as id1_2_0_, wishedgame0_.id as id1_2_1_, wishedgame0_.igdb_game_id as igdb_gam2_2_1_, wishedgame0_.user_id as user_id3_2_1_ from wished_game wishedgame0_ where wishedgame0_.user_id=?
[DEBUG] 2021-02-20 21:10:50.348 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.kevinleader.bgr.entity.User.wishedGames#3]
[DEBUG] 2021-02-20 21:10:50.348 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.348 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.wishedGames#3]
[DEBUG] 2021-02-20 21:10:50.348 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.348 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.348 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.348 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.kevinleader.bgr.entity.User.rankingConfigurations#3]
[DEBUG] 2021-02-20 21:10:50.348 [main] SQL - select rankingcon0_.user_id as user_id8_0_0_, rankingcon0_.id as id1_0_0_, rankingcon0_.id as id1_0_1_, rankingcon0_.configuration_name as configur2_0_1_, rankingcon0_.genres as genres3_0_1_, rankingcon0_.highest_price as highest_4_0_1_, rankingcon0_.lowest_price as lowest_p5_0_1_, rankingcon0_.platforms as platform6_0_1_, rankingcon0_.release_span as release_7_0_1_, rankingcon0_.user_id as user_id8_0_1_ from ranking_configuration rankingcon0_ where rankingcon0_.user_id=?
[DEBUG] 2021-02-20 21:10:50.349 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.kevinleader.bgr.entity.User.rankingConfigurations#3]
[DEBUG] 2021-02-20 21:10:50.349 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.349 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.rankingConfigurations#3]
[DEBUG] 2021-02-20 21:10:50.349 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.349 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.349 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.349 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.kevinleader.bgr.entity.User.wishedGames#2]
[DEBUG] 2021-02-20 21:10:50.349 [main] SQL - select wishedgame0_.user_id as user_id3_2_0_, wishedgame0_.id as id1_2_0_, wishedgame0_.id as id1_2_1_, wishedgame0_.igdb_game_id as igdb_gam2_2_1_, wishedgame0_.user_id as user_id3_2_1_ from wished_game wishedgame0_ where wishedgame0_.user_id=?
[DEBUG] 2021-02-20 21:10:50.350 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.kevinleader.bgr.entity.User.wishedGames#2]
[DEBUG] 2021-02-20 21:10:50.351 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-20 21:10:50.351 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.kevinleader.bgr.entity.User.wishedGames#2]
[DEBUG] 2021-02-20 21:10:50.351 [main] ResultSetProcessorImpl - Starting ResultSet row #1
[DEBUG] 2021-02-20 21:10:50.351 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.kevinleader.bgr.entity.User.wishedGames#2]
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Resolving attributes for [com.kevinleader.bgr.entity.WishedGame#2]
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Processing attribute `igdbGameId` : value = 3365
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Attribute (`igdbGameId`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Processing attribute `user` : value = 2
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Attribute (`user`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Done materializing entity [com.kevinleader.bgr.entity.WishedGame#2]
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Resolving attributes for [com.kevinleader.bgr.entity.WishedGame#3]
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Processing attribute `igdbGameId` : value = 2899
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Attribute (`igdbGameId`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Processing attribute `user` : value = 2
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Attribute (`user`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.351 [main] TwoPhaseLoad - Done materializing entity [com.kevinleader.bgr.entity.WishedGame#3]
[DEBUG] 2021-02-20 21:10:50.351 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.351 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.wishedGames#2]
[DEBUG] 2021-02-20 21:10:50.351 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.351 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.351 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.351 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.kevinleader.bgr.entity.User.rankingConfigurations#2]
[DEBUG] 2021-02-20 21:10:50.352 [main] SQL - select rankingcon0_.user_id as user_id8_0_0_, rankingcon0_.id as id1_0_0_, rankingcon0_.id as id1_0_1_, rankingcon0_.configuration_name as configur2_0_1_, rankingcon0_.genres as genres3_0_1_, rankingcon0_.highest_price as highest_4_0_1_, rankingcon0_.lowest_price as lowest_p5_0_1_, rankingcon0_.platforms as platform6_0_1_, rankingcon0_.release_span as release_7_0_1_, rankingcon0_.user_id as user_id8_0_1_ from ranking_configuration rankingcon0_ where rankingcon0_.user_id=?
[DEBUG] 2021-02-20 21:10:50.352 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.kevinleader.bgr.entity.User.rankingConfigurations#2]
[DEBUG] 2021-02-20 21:10:50.353 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.353 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.rankingConfigurations#2]
[DEBUG] 2021-02-20 21:10:50.353 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.353 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.353 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.353 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.353 [main] SQL - select wishedgame0_.user_id as user_id3_2_0_, wishedgame0_.id as id1_2_0_, wishedgame0_.id as id1_2_1_, wishedgame0_.igdb_game_id as igdb_gam2_2_1_, wishedgame0_.user_id as user_id3_2_1_ from wished_game wishedgame0_ where wishedgame0_.user_id=?
[DEBUG] 2021-02-20 21:10:50.354 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.354 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-20 21:10:50.354 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.354 [main] ResultSetProcessorImpl - Starting ResultSet row #1
[DEBUG] 2021-02-20 21:10:50.354 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Resolving attributes for [com.kevinleader.bgr.entity.WishedGame#4]
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Processing attribute `igdbGameId` : value = 113112
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Attribute (`igdbGameId`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Processing attribute `user` : value = 1
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Attribute (`user`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Done materializing entity [com.kevinleader.bgr.entity.WishedGame#4]
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Resolving attributes for [com.kevinleader.bgr.entity.WishedGame#5]
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Processing attribute `igdbGameId` : value = 974
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Attribute (`igdbGameId`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Processing attribute `user` : value = 1
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Attribute (`user`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.354 [main] TwoPhaseLoad - Done materializing entity [com.kevinleader.bgr.entity.WishedGame#5]
[DEBUG] 2021-02-20 21:10:50.354 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.354 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.354 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.354 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.354 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.354 [main] AbstractLoadPlanBasedCollectionInitializer - Loading collection: [com.kevinleader.bgr.entity.User.rankingConfigurations#1]
[DEBUG] 2021-02-20 21:10:50.355 [main] SQL - select rankingcon0_.user_id as user_id8_0_0_, rankingcon0_.id as id1_0_0_, rankingcon0_.id as id1_0_1_, rankingcon0_.configuration_name as configur2_0_1_, rankingcon0_.genres as genres3_0_1_, rankingcon0_.highest_price as highest_4_0_1_, rankingcon0_.lowest_price as lowest_p5_0_1_, rankingcon0_.platforms as platform6_0_1_, rankingcon0_.release_span as release_7_0_1_, rankingcon0_.user_id as user_id8_0_1_ from ranking_configuration rankingcon0_ where rankingcon0_.user_id=?
[DEBUG] 2021-02-20 21:10:50.355 [main] ResultSetProcessorImpl - Preparing collection initializer : [com.kevinleader.bgr.entity.User.rankingConfigurations#1]
[DEBUG] 2021-02-20 21:10:50.356 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.356 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.rankingConfigurations#1]
[DEBUG] 2021-02-20 21:10:50.356 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.356 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.356 [main] AbstractLoadPlanBasedCollectionInitializer - Done loading collection
[DEBUG] 2021-02-20 21:10:50.356 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-20 21:10:50.412 [main] SQL - select user0_.id as id1_1_0_, user0_.email as email2_1_0_, user0_.password as password3_1_0_, user0_.user_name as user_nam4_1_0_, rankingcon1_.user_id as user_id8_0_1_, rankingcon1_.id as id1_0_1_, rankingcon1_.id as id1_0_2_, rankingcon1_.configuration_name as configur2_0_2_, rankingcon1_.genres as genres3_0_2_, rankingcon1_.highest_price as highest_4_0_2_, rankingcon1_.lowest_price as lowest_p5_0_2_, rankingcon1_.platforms as platform6_0_2_, rankingcon1_.release_span as release_7_0_2_, rankingcon1_.user_id as user_id8_0_2_, wishedgame2_.user_id as user_id3_2_3_, wishedgame2_.id as id1_2_3_, wishedgame2_.id as id1_2_4_, wishedgame2_.igdb_game_id as igdb_gam2_2_4_, wishedgame2_.user_id as user_id3_2_4_ from user user0_ left outer join ranking_configuration rankingcon1_ on user0_.id=rankingcon1_.user_id left outer join wished_game wishedgame2_ on user0_.id=wishedgame2_.user_id where user0_.id=?
[DEBUG] 2021-02-20 21:10:50.413 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-20 21:10:50.414 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-02-20 21:10:50.414 [main] CollectionReferenceInitializerImpl - Result set contains (possibly empty) collection: [com.kevinleader.bgr.entity.User.rankingConfigurations#1]
[DEBUG] 2021-02-20 21:10:50.414 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.414 [main] ResultSetProcessorImpl - Starting ResultSet row #1
[DEBUG] 2021-02-20 21:10:50.414 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-02-20 21:10:50.414 [main] CollectionReferenceInitializerImpl - Result set contains (possibly empty) collection: [com.kevinleader.bgr.entity.User.rankingConfigurations#1]
[DEBUG] 2021-02-20 21:10:50.414 [main] CollectionReferenceInitializerImpl - Found row of collection: [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Resolving attributes for [com.kevinleader.bgr.entity.User#1]
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Processing attribute `email` : value = coynemcgoin@hotmail.com
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Processing attribute `password` : value = supersecret1
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Processing attribute `rankingConfigurations` : value = NOT NULL COLLECTION
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Attribute (`rankingConfigurations`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Processing attribute `userName` : value = jcoyne
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Attribute (`userName`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Processing attribute `wishedGames` : value = NOT NULL COLLECTION
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Attribute (`wishedGames`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Done materializing entity [com.kevinleader.bgr.entity.User#1]
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Resolving attributes for [com.kevinleader.bgr.entity.WishedGame#4]
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Processing attribute `igdbGameId` : value = 113112
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Attribute (`igdbGameId`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Processing attribute `user` : value = 1
[DEBUG] 2021-02-20 21:10:50.414 [main] TwoPhaseLoad - Attribute (`user`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.415 [main] TwoPhaseLoad - Done materializing entity [com.kevinleader.bgr.entity.WishedGame#4]
[DEBUG] 2021-02-20 21:10:50.415 [main] TwoPhaseLoad - Resolving attributes for [com.kevinleader.bgr.entity.WishedGame#5]
[DEBUG] 2021-02-20 21:10:50.415 [main] TwoPhaseLoad - Processing attribute `igdbGameId` : value = 974
[DEBUG] 2021-02-20 21:10:50.415 [main] TwoPhaseLoad - Attribute (`igdbGameId`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.415 [main] TwoPhaseLoad - Processing attribute `user` : value = 1
[DEBUG] 2021-02-20 21:10:50.415 [main] TwoPhaseLoad - Attribute (`user`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-20 21:10:50.415 [main] TwoPhaseLoad - Done materializing entity [com.kevinleader.bgr.entity.WishedGame#5]
[DEBUG] 2021-02-20 21:10:50.415 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.415 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.rankingConfigurations#1]
[DEBUG] 2021-02-20 21:10:50.415 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.rankingConfigurations
[DEBUG] 2021-02-20 21:10:50.415 [main] CollectionLoadContext - 1 collections were found in result set for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.415 [main] CollectionLoadContext - Collection fully initialized: [com.kevinleader.bgr.entity.User.wishedGames#1]
[DEBUG] 2021-02-20 21:10:50.415 [main] CollectionLoadContext - 1 collections initialized for role: com.kevinleader.bgr.entity.User.wishedGames
[DEBUG] 2021-02-20 21:10:50.415 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-20 21:10:50.415 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.kevinleader.bgr.entity.User#1
[DEBUG] 2021-02-20 21:10:50.415 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-20 21:10:50.492 [main] CriteriaQueryImpl - Rendered criteria query -> select generatedAlias0 from User as generatedAlias0 where generatedAlias0.userName like :param0
[DEBUG] 2021-02-20 21:10:50.492 [main] QueryTranslatorImpl - parse() - HQL: select generatedAlias0 from com.kevinleader.bgr.entity.User as generatedAlias0 where generatedAlias0.userName like :param0
[DEBUG] 2021-02-20 21:10:50.492 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-02-20 21:10:50.493 [main] QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[DOT] Node: '.'
    |  |     |  |  |  |  +-[IDENT] Node: 'com'
    |  |     |  |  |  |  \-[IDENT] Node: 'kevinleader'
    |  |     |  |  |  \-[IDENT] Node: 'bgr'
    |  |     |  |  \-[IDENT] Node: 'entity'
    |  |     |  \-[IDENT] Node: 'User'
    |  |     \-[ALIAS] Node: 'generatedAlias0'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: 'generatedAlias0'
    \-[WHERE] Node: 'where'
       \-[LIKE] Node: 'like'
          +-[DOT] Node: '.'
          |  +-[IDENT] Node: 'generatedAlias0'
          |  \-[IDENT] Node: 'userName'
          \-[COLON] Node: ':'
             \-[IDENT] Node: 'param0'

[DEBUG] 2021-02-20 21:10:50.493 [main] HqlSqlBaseWalker - select << begin [level=1, statement=select]
[DEBUG] 2021-02-20 21:10:50.494 [main] FromElement - FromClause{level=1} : com.kevinleader.bgr.entity.User (generatedAlias0) -> user0_
[DEBUG] 2021-02-20 21:10:50.495 [main] FromReferenceNode - Resolved : generatedAlias0 -> user0_.id
[DEBUG] 2021-02-20 21:10:50.495 [main] FromReferenceNode - Resolved : generatedAlias0 -> user0_.id
[DEBUG] 2021-02-20 21:10:50.495 [main] DotNode - getDataType() : userName -> org.hibernate.type.StringType@610df783
[DEBUG] 2021-02-20 21:10:50.495 [main] FromReferenceNode - Resolved : generatedAlias0.userName -> user0_.user_name
[DEBUG] 2021-02-20 21:10:50.495 [main] HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
[DEBUG] 2021-02-20 21:10:50.495 [main] HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} user0_.id ) ( FromClause{level=1} user user0_ ) ( where ( like ( user0_.user_name user0_.id userName ) ? ) ) )
[DEBUG] 2021-02-20 21:10:50.495 [main] JoinProcessor - Using FROM fragment [user user0_]
[DEBUG] 2021-02-20 21:10:50.495 [main] HqlSqlBaseWalker - select >> end [level=1, statement=select]
[DEBUG] 2021-02-20 21:10:50.495 [main] QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (user)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'user0_.id as id1_1_' {alias=generatedAlias0, className=com.kevinleader.bgr.entity.User, tableAlias=user0_}
    |  \-[SQL_TOKEN] SqlFragment: 'user0_.email as email2_1_, user0_.password as password3_1_, user0_.user_name as user_nam4_1_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[generatedAlias0], fromElementByTableAlias=[user0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'user user0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=generatedAlias0,role=null,tableName=user,tableAlias=user0_,origin=null,columns={,className=com.kevinleader.bgr.entity.User}}
    \-[WHERE] SqlNode: 'where'
       \-[LIKE] BinaryLogicOperatorNode: 'like'
          +-[DOT] DotNode: 'user0_.user_name' {propertyName=userName,dereferenceType=PRIMITIVE,getPropertyPath=userName,path=generatedAlias0.userName,tableAlias=user0_,className=com.kevinleader.bgr.entity.User,classAlias=generatedAlias0}
          |  +-[ALIAS_REF] IdentNode: 'user0_.id' {alias=generatedAlias0, className=com.kevinleader.bgr.entity.User, tableAlias=user0_}
          |  \-[IDENT] IdentNode: 'userName' {originalText=userName}
          \-[NAMED_PARAM] ParameterNode: '?' {name=param0, expectedType=org.hibernate.type.StringType@610df783}

[DEBUG] 2021-02-20 21:10:50.495 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-02-20 21:10:50.495 [main] QueryTranslatorImpl - HQL: select generatedAlias0 from com.kevinleader.bgr.entity.User as generatedAlias0 where generatedAlias0.userName like :param0
[DEBUG] 2021-02-20 21:10:50.495 [main] QueryTranslatorImpl - SQL: select user0_.id as id1_1_, user0_.email as email2_1_, user0_.password as password3_1_, user0_.user_name as user_nam4_1_ from user user0_ where user0_.user_name like ?
[DEBUG] 2021-02-20 21:10:50.495 [main] ErrorTracker - throwQueryException() : no errors
